Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2360,data analytics course,193,5263,240.5,18,6,0.054,1670,20241121,hyderabad,tablet,online data analytics
A2361,data analytics course,98,4371,246.23,25,7,0.071,1114,20241114,hyderabad,tablet,analytics for data
A2362,data analytics course,176,3657,209.44,19,3,0.017,1171,20241107,hyderabad,desktop,online data analytics
A2363,data analytics course,182,5833,243.72,20,5,0.027,1206,14112024,hyderabad,desktop,data analytics course
A2364,data analytics course,85,3077,200.16,11,10,0.118,1876,20241123,hyderabad,mobile,analytics for data
A2365,data analytics course,98,3646,239.05,14,6,0.034,1586,14112024,hyderabad,desktop,data analytics course
A2366,data analytics course,160,3139,230.55,28,5,0.031,1449,15112024,hyderabad,desktop,analytics for data
A2367,data analytics course,179,4005,232.47,16,10,0.056,1553,20241124,hyderabad,desktop,analytics for data
A2368,data analytics course,0,4315,196.3,24,5,0.046,1364,20241126,hyderabad,mobile,data analytics course
A2369,data analytics course,195,3876,187.59,28,3,0.046,1828,21112024,hyderbad,mobile,data analytics course
A2370,data analytics course,197,3174,215.57,22,7,0.036,1527,20241114,hyderbad,tablet,data analytics online
A2371,data analytics course,92,5550,226.38,28,8,0.087,1322,21112024,hyderabad,tablet,learn data analytics
A2372,data analytics course,90,3526,211.39,10,3,0.037,1395,20241120,hyderbad,desktop,online data analytics
A2373,data analytics course,149,3192,215.57,0,4,0.038,1708,20241114,hyderbad,tablet,online data analytics
A2374,data analytics course,82,4132,247.13,11,6,0.073,1091,20241112,hyderabad,tablet,data analytics training
A2375,data analytics course,151,5826,226.53,16,8,0.053,1511,20241125,hyderabad,desktop,learn data analytics
A2376,data analytics course,162,5997,240.29,20,5,0.035,1144,24112024,hyderabad,mobile,data analytics online
A2377,data analytics course,197,4541,243.81,19,9,0.057,1701,11112024,hyderabad,desktop,data analytics training
A2378,data analytics course,133,4642,184.52,22,4,0.032,1074,20241114,hyderabad,desktop,online data analytics
A2379,data analytics course,194,5509,235.45,18,5,0.046,1025,20241112,hyderbad,tablet,online data analytics
A2380,data analytics course,169,3647,194.12,12,6,0.036,1697,20241122,hyderabad,desktop,learn data analytics
A2381,data analytics course,149,5209,183.91,18,10,0.046,1799,29112024,hyderabad,desktop,learn data analytics
A2382,data analytics course,124,5980,200.65,25,4,0.032,1768,20241104,hyderabad,desktop,learn data analytics
A2383,data analytics course,170,5443,235.99,23,5,0.046,1314,21112024,hyderabad,mobile,analytics for data
A2384,data analytics course,127,5326,226.11,18,10,0.04,1040,21112024,hyderabad,mobile,online data analytics
A2385,data analytics course,114,5565,210.04,16,4,0.035,1800,20241107,hyderabad,desktop,data analytics training
A2386,data analytics course,154,3312,203.23,16,5,0.042,1977,20241104,hyderabad,desktop,data analytics training
A2387,data analytics course,0,4369,225.53,28,4,0.046,1241,20241123,hyderabad,tablet,data analytics online
A2388,data analytics course,126,3570,214.78,28,9,0.071,1078,12112024,hyderbad,tablet,data analytics training
A2389,data analytics course,0,3883,225.89,23,5,0.046,1183,21112024,hyderabad,mobile,online data analytics
A2390,data analytics course,125,5736,197.28,30,5,0.04,1265,18112024,hyderbad,mobile,analytics for data
A2391,data analytics course,197,5921,214.97,18,6,0.03,1975,20241114,hyderbad,desktop,learn data analytics
A2392,data analytics course,98,3687,206.7,12,10,0.046,1640,20241107,hyderabad,mobile,online data analytics
A2393,data analytics course,164,5334,203.91,18,6,0.057,1128,18112024,hyderbad,desktop,data analytics course
A2394,data analytics course,111,4647,247.0,15,4,0.046,1601,20241129,hyderbad,desktop,learn data analytics
A2395,data analytics course,191,3485,212.43,10,7,0.046,1813,28112024,hyderabad,mobile,analytics for data
A2396,data analytics course,149,5720,211.54,14,5,0.034,1612,20241129,hyderabad,desktop,data analytics course
A2397,data analytics course,183,3540,222.14,15,3,0.016,1248,20241111,hyderabad,mobile,learn data analytics
A2398,data analytics course,198,4035,215.94,22,8,0.046,1505,10112024,hyderabad,mobile,learn data analytics
A2399,data analytics course,170,3024,234.76,11,10,0.046,1941,6112024,hyderbad,mobile,learn data analytics
A2400,data analytics course,174,4334,186.29,12,4,0.023,1457,20241122,hyderabad,mobile,analytics for data
A2401,data analytics course,91,4038,197.15,23,6,0.066,1000,20241129,hyderabad,mobile,data analytics online
A2402,data analytics course,197,4347,215.2,20,6,0.046,1204,20241126,hyderabad,desktop,online data analytics
A2403,data analytics course,0,5803,203.03,16,8,0.034,1397,20241130,hyderbad,mobile,analytics for data
A2404,data analytics course,152,4182,233.45,19,5,0.033,1719,20241113,hyderabad,mobile,data analytics course
A2405,data analytics course,189,4809,225.32,27,10,0.053,1324,20241118,hyderabad,mobile,analytics for data
A2406,data analytics course,0,5640,210.51,13,8,0.046,1536,20241111,hyderabad,desktop,data analytics course
A2407,data analytics course,159,3401,222.71,18,3,0.019,1849,20241105,hyderabad,desktop,data analytics online
A2408,data analytics course,175,5561,231.96,20,8,0.057,1174,20241114,hyderabad,mobile,data analytics course
A2409,data analytics course,175,5720,243.8,17,6,0.046,1505,20241126,hyderbad,desktop,data analytics online
A2410,data analytics course,82,4898,215.11,25,8,0.098,1776,9112024,hyderabad,tablet,analytics for data
A2411,data analytics course,146,5871,218.69,30,4,0.046,1505,20241122,hyderabad,desktop,learn data analytics
A2412,data analytics course,85,5954,201.88,18,6,0.071,1526,20241127,hyderbad,tablet,analytics for data
A2413,data analytics course,128,3487,236.19,25,6,0.047,1961,2112024,hyderabad,tablet,data analytics course
A2414,data analytics course,153,3808,189.61,19,8,0.052,1246,2112024,hyderabad,tablet,data analytics course
A2415,data analytics course,192,5720,243.11,30,9,0.046,1555,20241102,hyderabad,mobile,online data analytics
A2416,data analytics course,148,4721,189.48,26,8,0.054,1176,20241101,hyderabad,mobile,online data analytics
A2417,data analytics course,153,4768,214.39,25,5,0.041,1837,26112024,hyderabad,tablet,data analytics online
A2418,data analytics course,0,5494,187.68,23,8,0.046,1402,24112024,hyderabad,tablet,data analytics course
A2419,data analytics course,169,0,180.58,30,7,0.049,1661,20241126,hyderbad,mobile,data analytics training
A2420,data analytics course,146,5173,234.26,20,7,0.048,1089,20241128,hyderabad,mobile,online data analytics
A2421,data analytics course,81,4808,189.19,17,9,0.111,1759,25112024,hyderabad,desktop,online data analytics
A2422,data analytics course,185,0,234.72,18,6,0.032,1508,20241127,hyderabad,desktop,data analytics online
A2423,data analytics course,90,5319,208.19,13,7,0.046,1719,20241126,hyderabad,tablet,data analytics training
A2424,data analytics course,155,4532,203.44,19,8,0.052,1709,17112024,hyderabad,desktop,learn data analytics
A2425,data analytics course,125,3458,180.49,19,3,0.046,1754,20241109,hyderbad,tablet,data analytics online
A2426,data analytics course,151,5432,204.76,18,9,0.06,1505,20241113,hyderabad,mobile,data analytics training
A2427,data analytics course,82,3052,211.11,12,3,0.037,1917,20241106,hyderabad,desktop,learn data analytics
A2428,data analytics course,198,5718,194.37,13,8,0.04,1118,20241116,hyderabad,tablet,data analytics training
A2429,data analytics course,115,4762,241.63,20,8,0.058,1555,3112024,hyderbad,desktop,data analytics course
A2430,data analytics course,158,4953,243.07,20,8,0.051,1955,20241104,hyderabad,tablet,learn data analytics
A2431,data analytics course,102,3784,219.45,13,9,0.045,1967,20241120,hyderabad,desktop,data analytics course
A2432,data analytics course,93,0,192.81,22,7,0.075,1726,20241118,hyderabad,desktop,learn data analytics
A2433,data analytics course,198,5860,185.25,24,9,0.041,1950,20241101,hyderabad,tablet,data analytics training
A2434,data analytics course,174,4169,189.36,23,8,0.046,1110,20241114,hyderabad,tablet,data analytics course
A2435,data analytics course,193,5831,215.57,24,5,0.046,1265,20241114,hyderbad,mobile,online data analytics
A2436,data analytics course,117,5269,196.1,26,0,0.046,1096,5112024,hyderabad,desktop,online data analytics
A2437,data analytics course,147,5793,240.32,25,5,0.049,1645,20241127,hyderabad,tablet,data analytics course
A2438,data analytics course,179,3338,218.33,30,7,0.039,1505,20241124,hyderabad,desktop,data analytics online
A2439,data analytics course,194,4297,237.87,22,3,0.046,1739,20241129,hyderabad,desktop,data analytics course
A2440,data analytics course,112,3961,214.45,13,7,0.046,1594,20241117,hyderabad,desktop,analytics for data
A2441,data analytics course,88,5063,195.2,22,3,0.034,1460,20241120,hyderabad,mobile,analytics for data
A2442,data analytics course,172,5635,200.16,21,7,0.036,1727,14112024,hyderbad,mobile,data analytics online
A2443,data analytics course,81,4404,239.62,11,4,0.035,1814,20241121,hyderabad,mobile,data analytics course
A2444,data analytics course,142,4312,213.54,21,7,0.049,1666,20241120,hyderabad,desktop,learn data analytics
A2445,data analytics course,111,3302,193.18,30,10,0.046,1783,19112024,hyderbad,mobile,analytics for data
A2446,data analytics course,81,3575,192.71,27,4,0.049,1158,11112024,hyderabad,tablet,online data analytics
A2447,data analytics course,112,5055,213.36,26,5,0.058,1959,20241129,hyderabad,desktop,data analytics training
A2448,data analytics course,101,5415,236.41,13,10,0.039,1832,15112024,hyderabad,tablet,learn data analytics
A2449,data analytics course,166,3118,212.46,25,7,0.042,1813,20241114,hyderabad,tablet,online data analytics
A2450,data analytics course,0,5271,215.57,14,8,0.046,1629,20241122,hyderabad,mobile,data analytics online
A2451,data analytics course,148,0,214.26,21,8,0.046,1629,20241113,hyderabad,tablet,data analytics online
A2452,data analytics course,126,5250,239.73,30,4,0.032,1070,20241123,hyderabad,tablet,analytics for data
A2453,data analytics course,119,4405,233.66,25,3,0.039,1407,12112024,hyderabad,desktop,data analytics course
A2454,data analytics course,189,5060,236.54,26,7,0.043,1877,20241110,hyderbad,mobile,data analytics training
A2455,data analytics course,167,3296,246.85,29,8,0.048,1723,20241117,hyderabad,desktop,data analytics online
A2456,data analytics course,198,3499,209.74,30,9,0.04,1893,20241125,hyderabad,desktop,data analytics course
A2457,data analytics course,95,3449,184.55,10,10,0.041,1601,16112024,hyderabad,mobile,analytics for data
A2458,data analytics course,181,3738,206.61,16,9,0.05,1868,20241109,hyderabad,mobile,online data analytics
A2459,data analytics course,105,4236,180.2,12,7,0.067,1505,20241124,hyderbad,mobile,learn data analytics
A2460,data analytics course,178,5751,205.34,24,10,0.046,1903,20241120,hyderabad,desktop,data analytics course
A2461,data analytics course,127,5050,184.77,28,9,0.071,1906,20241102,hyderbad,desktop,data analytics online
A2462,data analytics course,198,4773,202.54,17,10,0.046,1082,20241119,hyderabad,mobile,data analytics online
A2463,data analytics course,86,5652,249.13,25,7,0.081,1981,6112024,hyderabad,mobile,data analytics training
A2464,data analytics course,0,5085,182.42,11,7,0.046,1109,4112024,hyderabad,desktop,online data analytics
A2465,data analytics course,191,5070,247.41,12,4,0.046,1266,25112024,hyderabad,mobile,analytics for data
A2466,data analytics course,139,5879,197.9,24,4,0.029,1476,20241105,hyderabad,mobile,data analytics course
A2467,data analytics course,197,3620,235.19,18,7,0.036,1740,20241101,hyderabad,mobile,online data analytics
A2468,data analytics course,116,4250,216.66,10,9,0.078,1877,20241102,hyderbad,mobile,data analytics training
A2469,data analytics course,192,4850,235.42,22,10,0.052,1124,20241114,hyderabad,desktop,analytics for data
A2470,data analytics course,118,3815,185.78,16,4,0.046,1093,17112024,hyderabad,desktop,data analytics online
A2471,data analytics course,172,5741,198.44,14,4,0.023,1755,20241111,hyderbad,desktop,analytics for data
A2472,data analytics course,174,4272,240.77,16,7,0.041,1004,20241123,hyderabad,desktop,learn data analytics
A2473,data analytics course,175,4974,182.22,21,5,0.046,1300,23112024,hyderbad,mobile,learn data analytics
A2474,data analytics course,0,3215,191.22,30,7,0.046,1588,20241123,hyderabad,desktop,analytics for data
A2475,data analytics course,0,3723,201.32,21,8,0.046,1505,6112024,hyderbad,tablet,data analytics course
A2476,data analytics course,103,4670,203.4,21,4,0.046,1562,25112024,hyderabad,mobile,analytics for data
A2477,data analytics course,187,4474,182.47,10,0,0.046,1768,13112024,hyderabad,tablet,online data analytics
A2478,data analytics course,0,3009,195.17,0,6,0.046,1083,20241123,hyderbad,tablet,data analytics online
A2479,data analytics course,109,3933,189.73,11,4,0.046,1700,7112024,hyderabad,desktop,data analytics online
A2480,data analytics course,118,4360,232.09,10,9,0.076,1252,20241113,hyderabad,desktop,data analytics training
A2481,data analytics course,164,5120,185.69,10,5,0.031,1597,20241123,hyderabad,tablet,analytics for data
A2482,data analytics course,166,3887,192.0,24,9,0.054,1890,20241113,hyderbad,tablet,data analytics course
A2483,data analytics course,88,3909,189.57,30,10,0.114,1750,29112024,hyderbad,desktop,data analytics training
A2484,data analytics course,125,3017,232.51,14,7,0.046,1510,20241108,hyderbad,tablet,data analytics training
A2485,data analytics course,0,5127,206.95,26,5,0.046,1902,17112024,hyderabad,desktop,online data analytics
A2486,data analytics course,151,3992,212.42,10,9,0.06,1890,20241126,hyderabad,tablet,learn data analytics
A2487,data analytics course,182,3554,181.74,18,4,0.022,1933,2112024,hyderabad,tablet,learn data analytics
A2488,data analytics course,84,4051,196.83,21,4,0.048,1094,20241114,hyderabad,mobile,online data analytics
A2489,data analytics course,127,3541,239.47,16,10,0.079,1474,20241125,hyderbad,tablet,data analytics training
A2490,data analytics course,104,5878,228.79,21,3,0.05,1101,5112024,hyderbad,mobile,data analytics course
A2491,data analytics course,161,4611,228.34,26,7,0.043,1473,20241125,hyderabad,tablet,data analytics online
A2492,data analytics course,141,4764,187.72,28,4,0.028,1428,20241116,hyderabad,mobile,analytics for data
A2493,data analytics course,186,4603,191.84,26,9,0.047,1918,20241107,hyderabad,desktop,learn data analytics
A2494,data analytics course,0,5003,195.4,15,7,0.046,1273,20241118,hyderbad,desktop,data analytics training
A2495,data analytics course,124,5212,190.83,13,6,0.048,1399,20241107,hyderabad,desktop,data analytics course
A2496,data analytics course,97,5285,249.65,12,7,0.051,1411,20241127,hyderabad,desktop,data analytics training
A2497,data analytics course,111,3177,224.51,18,8,0.046,1946,20241125,hyderabad,desktop,learn data analytics
A2498,data analytics course,93,5571,185.71,12,7,0.075,1630,21112024,hyderabad,tablet,online data analytics
A2499,data analytics course,92,3237,245.48,15,6,0.065,1505,20241119,hyderbad,desktop,data analytics online
A2500,data analytics course,138,5314,198.39,17,10,0.072,1250,20241120,hyderabad,desktop,online data analytics
A2501,data analytics course,129,4452,196.06,10,9,0.053,1069,20241113,hyderbad,tablet,learn data analytics
A2502,data analytics course,183,3920,235.79,20,7,0.038,1238,20241117,hyderbad,mobile,data analytics training
A2503,data analytics course,154,4603,214.0,20,3,0.019,1709,20241118,hyderabad,tablet,data analytics course
A2504,data analytics course,95,4938,204.5,12,6,0.046,1494,20241118,hyderabad,tablet,data analytics training
A2505,data analytics course,173,5291,215.57,23,8,0.046,1557,20241113,hyderbad,mobile,data analytics online
A2506,data analytics course,112,4072,211.56,17,10,0.089,1229,1112024,hyderabad,desktop,analytics for data
A2507,data analytics course,170,5953,186.11,25,8,0.046,1080,20241126,hyderabad,mobile,data analytics online
A2508,data analytics course,96,0,232.87,0,10,0.053,1162,20241114,hyderabad,mobile,learn data analytics
A2509,data analytics course,113,3104,230.92,28,9,0.08,1422,27112024,hyderabad,tablet,data analytics course
A2510,data analytics course,145,4882,217.25,22,3,0.021,1814,20241119,hyderabad,mobile,analytics for data
A2511,data analytics course,83,3212,243.86,25,4,0.048,1612,20241119,hyderabad,mobile,data analytics course
A2512,data analytics course,90,4973,181.04,23,5,0.056,1039,3112024,hyderabad,desktop,online data analytics
A2513,data analytics course,140,5227,222.57,27,3,0.021,1527,20241118,hyderabad,desktop,learn data analytics
A2514,data analytics course,111,5434,181.05,10,5,0.045,1627,23112024,hyderbad,mobile,data analytics training
A2515,data analytics course,105,3300,180.25,22,10,0.095,1640,20241121,hyderabad,mobile,online data analytics
A2516,data analytics course,181,4857,215.59,13,8,0.044,1883,20241123,hyderabad,desktop,learn data analytics
A2517,data analytics course,189,4019,248.09,16,6,0.045,1378,20241130,hyderabad,tablet,online data analytics
A2518,data analytics course,138,5495,220.69,19,5,0.036,1624,4112024,hyderabad,tablet,online data analytics
A2519,data analytics course,178,5218,208.92,20,7,0.039,1714,25112024,hyderbad,mobile,analytics for data
A2520,data analytics course,155,5996,247.54,15,5,0.032,1883,20241127,hyderabad,mobile,analytics for data
A2521,data analytics course,168,4932,198.95,16,7,0.052,1301,19112024,hyderabad,desktop,data analytics training
A2522,data analytics course,152,4498,233.81,30,6,0.039,1090,25112024,hyderabad,desktop,data analytics online
A2523,data analytics course,111,4164,191.04,18,9,0.046,1687,20241121,hyderabad,tablet,data analytics training
A2524,data analytics course,141,4329,230.44,14,6,0.043,1610,7112024,hyderabad,mobile,learn data analytics
A2525,data analytics course,97,5764,246.15,30,7,0.046,1345,18112024,hyderbad,mobile,analytics for data
A2526,data analytics course,82,5430,205.46,18,5,0.061,1435,20241130,hyderabad,mobile,online data analytics
A2527,data analytics course,164,5179,206.72,18,9,0.055,1213,20241127,hyderabad,tablet,data analytics course
A2528,data analytics course,109,5707,246.86,22,4,0.034,1980,19112024,hyderbad,tablet,data analytics online
A2529,data analytics course,126,3263,237.54,0,9,0.046,1364,20241117,hyderabad,mobile,data analytics online
A2530,data analytics course,175,5718,225.4,19,6,0.057,1001,12112024,hyderabad,tablet,analytics for data
A2531,data analytics course,96,5075,221.28,25,3,0.038,1937,23112024,hyderabad,desktop,learn data analytics
A2532,data analytics course,113,4473,202.3,17,5,0.044,1049,20241108,hyderabad,tablet,online data analytics
A2533,data analytics course,96,3979,232.44,27,7,0.046,1140,30112024,hyderabad,mobile,learn data analytics
A2534,data analytics course,162,5688,190.31,17,5,0.031,1556,25112024,hyderbad,tablet,data analytics course
A2535,data analytics course,125,3546,234.02,23,10,0.046,1072,20241127,hyderabad,desktop,analytics for data
A2536,data analytics course,89,4188,206.71,16,4,0.045,1382,20241101,hyderbad,tablet,online data analytics
A2537,data analytics course,99,4134,234.04,18,3,0.03,1683,20241130,hyderabad,desktop,learn data analytics
A2538,data analytics course,91,4710,199.18,21,9,0.099,1431,20241110,hyderabad,tablet,data analytics course
A2539,data analytics course,141,4654,192.19,21,6,0.043,1932,25112024,hyderabad,mobile,analytics for data
A2540,data analytics course,110,5509,245.38,13,8,0.048,1539,20241110,hyderabad,mobile,learn data analytics
A2541,data analytics course,96,3091,187.57,11,0,0.046,1737,10112024,hyderabad,tablet,data analytics course
A2542,data analytics course,85,4653,196.73,23,6,0.071,1032,13112024,hyderabad,mobile,data analytics course
A2543,data analytics course,151,5389,227.07,18,10,0.057,1318,20241120,hyderabad,desktop,data analytics training
A2544,data analytics course,139,5290,208.43,28,4,0.051,1022,20241120,hyderabad,tablet,data analytics online
A2545,data analytics course,120,3060,197.96,0,8,0.067,1679,20241123,hyderabad,tablet,analytics for data
A2546,data analytics course,109,4444,219.46,12,9,0.083,1159,20241128,hyderbad,mobile,data analytics training
A2547,data analytics course,145,3509,181.11,19,10,0.048,1627,20241122,hyderabad,mobile,online data analytics
A2548,data analytics course,151,4675,183.02,14,7,0.046,1000,20241110,hyderabad,mobile,analytics for data
A2549,data analytics course,108,5869,226.93,16,7,0.065,1633,3112024,hyderbad,desktop,analytics for data
A2550,data analytics course,166,3992,205.9,15,8,0.048,1899,20241105,hyderbad,desktop,analytics for data
A2551,data analytics course,134,4172,191.8,26,5,0.037,1170,20241118,hyderabad,tablet,online data analytics
A2552,data analytics course,104,5926,224.63,17,8,0.046,1239,20241124,hyderabad,mobile,learn data analytics
A2553,data analytics course,0,5785,195.39,15,10,0.046,1296,20241125,hyderabad,tablet,analytics for data
A2554,data analytics course,160,5664,210.58,16,9,0.046,1836,20241107,hyderabad,mobile,data analytics training
A2555,data analytics course,147,5930,248.18,22,10,0.068,1743,15112024,hyderabad,desktop,analytics for data
A2556,data analytics course,196,3656,240.44,15,6,0.052,1894,3112024,hyderabad,tablet,analytics for data
A2557,data analytics course,159,5078,182.57,30,8,0.05,1541,20241109,hyderabad,mobile,data analytics course
A2558,data analytics course,104,5257,220.44,17,7,0.052,1462,20241127,hyderabad,mobile,data analytics online
A2559,data analytics course,135,5582,209.14,28,5,0.037,1912,25112024,hyderabad,tablet,online data analytics
A2560,data analytics course,92,3097,232.27,21,0,0.046,1905,14112024,hyderabad,desktop,analytics for data
A2561,data analytics course,136,3657,236.19,12,5,0.037,1425,20241106,hyderbad,mobile,online data analytics
A2562,data analytics course,135,3198,227.48,0,6,0.044,1882,20241109,hyderabad,desktop,online data analytics
A2563,data analytics course,91,5017,239.34,15,5,0.055,1505,2112024,hyderabad,tablet,analytics for data
A2564,data analytics course,181,5343,244.02,30,9,0.038,1639,20241126,hyderabad,mobile,learn data analytics
A2565,data analytics course,0,4896,207.51,17,0,0.046,1505,20241111,hyderabad,mobile,data analytics online
A2566,data analytics course,80,5756,205.38,16,4,0.05,1778,20241120,hyderbad,desktop,online data analytics
A2567,data analytics course,155,5696,236.44,13,3,0.019,1207,20241123,hyderabad,mobile,data analytics online
A2568,data analytics course,114,5683,214.42,20,8,0.07,1474,20241108,hyderabad,mobile,learn data analytics
A2569,data analytics course,98,4669,205.72,16,6,0.061,1767,20241130,hyderabad,desktop,analytics for data
A2570,data analytics course,125,3807,234.92,11,6,0.048,1505,20241129,hyderbad,mobile,online data analytics
A2571,data analytics course,160,3163,238.95,20,8,0.05,1569,20241126,hyderbad,desktop,online data analytics
A2572,data analytics course,175,3732,231.25,16,10,0.057,1014,20241115,hyderabad,mobile,learn data analytics
A2573,data analytics course,123,3860,224.63,24,8,0.065,1800,20241115,hyderabad,desktop,analytics for data
A2574,data analytics course,106,3196,212.12,15,6,0.046,1314,20241123,hyderabad,tablet,analytics for data
A2575,data analytics course,0,3322,205.85,24,4,0.046,1031,9112024,hyderabad,tablet,data analytics training
A2576,data analytics course,185,5121,215.46,12,9,0.049,1724,2112024,hyderabad,mobile,data analytics course
A2577,data analytics course,139,5610,239.44,17,6,0.043,1548,14112024,hyderabad,tablet,online data analytics
A2578,data analytics course,174,3890,186.04,28,7,0.04,1793,20241121,hyderabad,tablet,online data analytics
A2579,data analytics course,157,4671,248.17,14,7,0.045,1247,20241103,hyderabad,mobile,data analytics training
A2580,data analytics course,160,5438,197.5,16,6,0.037,1752,3112024,hyderabad,tablet,data analytics course
A2581,data analytics course,198,4726,185.13,14,0,0.046,1580,17112024,hyderabad,tablet,learn data analytics
A2582,data analytics course,144,5301,195.83,12,3,0.046,1654,27112024,hyderabad,tablet,data analytics online
A2583,data analytics course,187,3722,182.43,27,7,0.037,1613,20112024,hyderabad,mobile,data analytics training
A2584,data analytics course,139,3944,215.57,29,3,0.022,1863,20241104,hyderabad,tablet,analytics for data
A2585,data analytics course,194,5123,180.01,27,5,0.036,1978,5112024,hyderabad,mobile,learn data analytics
A2586,data analytics course,157,4127,200.44,30,8,0.058,1044,20241115,hyderabad,desktop,data analytics training
A2587,data analytics course,112,4944,233.83,19,4,0.036,1296,20241127,hyderbad,tablet,data analytics training
A2588,data analytics course,82,4534,203.89,10,6,0.073,1589,20241126,hyderbad,tablet,online data analytics
A2589,data analytics course,152,5894,219.23,14,5,0.033,1641,20241113,hyderabad,mobile,data analytics training
A2590,data analytics course,81,5545,212.89,11,5,0.062,1818,15112024,hyderabad,mobile,data analytics online
A2591,data analytics course,84,5573,215.57,23,6,0.071,1656,20241112,hyderbad,desktop,online data analytics
A2592,data analytics course,117,3039,223.72,27,8,0.068,1340,20241114,hyderabad,mobile,data analytics training
A2593,data analytics course,82,3556,215.57,16,5,0.061,1331,20241117,hyderabad,mobile,data analytics online
A2594,data analytics course,192,4920,192.15,18,10,0.052,1665,20241109,hyderabad,mobile,data analytics online
A2595,data analytics course,131,3187,234.53,24,10,0.046,1656,7112024,hyderabad,mobile,data analytics course
A2596,data analytics course,177,3238,189.61,29,7,0.05,1925,27112024,hyderabad,tablet,data analytics online
A2597,data analytics course,0,0,182.66,22,10,0.046,1482,20241124,hyderabad,desktop,learn data analytics
A2598,data analytics course,147,4507,190.42,27,8,0.054,1073,20241105,hyderabad,desktop,learn data analytics
A2599,data analytics course,143,3606,200.29,0,3,0.035,1550,20112024,hyderabad,mobile,learn data analytics
A2600,data analytics course,0,3355,186.9,20,4,0.046,1524,20241110,hyderabad,mobile,online data analytics
A2601,data analytics course,160,3711,214.41,10,6,0.037,1550,20241107,hyderbad,mobile,analytics for data
A2602,data analytics course,172,4841,234.94,28,8,0.046,1258,20241112,hyderabad,desktop,analytics for data
A2603,data analytics course,95,5411,182.58,13,4,0.042,1111,30112024,hyderbad,tablet,data analytics training
A2604,data analytics course,111,3520,237.4,13,3,0.027,1395,20241119,hyderabad,mobile,online data analytics
A2605,data analytics course,171,3460,184.14,27,9,0.053,1565,16112024,hyderabad,tablet,data analytics online
A2606,data analytics course,145,5875,221.0,14,7,0.048,1230,20241124,hyderabad,desktop,learn data analytics
A2607,data analytics course,118,3404,183.15,27,7,0.059,1489,20241121,hyderbad,tablet,learn data analytics
A2608,data analytics course,171,3567,233.32,27,4,0.046,1271,20241105,hyderabad,desktop,analytics for data
A2609,data analytics course,108,3628,185.68,24,8,0.074,1682,20241119,hyderabad,tablet,learn data analytics
A2610,data analytics course,100,4994,206.32,21,7,0.04,1673,20241120,hyderabad,tablet,learn data analytics
A2611,data analytics course,138,5758,193.53,14,4,0.029,1902,20241115,hyderabad,tablet,analytics for data
A2612,data analytics course,88,3382,198.62,25,9,0.102,1599,10112024,hyderabad,desktop,data analytics training
A2613,data analytics course,125,3652,186.61,29,10,0.08,1017,20241129,hyderbad,mobile,learn data analytics
A2614,data analytics course,169,4120,215.75,27,5,0.03,1362,20241119,hyderabad,mobile,analytics for data
A2615,data analytics course,169,3142,236.79,18,7,0.041,1505,20241106,hyderabad,mobile,data analytics online
A2616,data analytics course,149,5726,235.72,17,7,0.047,1902,11112024,hyderabad,mobile,data analytics online
A2617,data analytics course,99,5938,183.49,30,3,0.03,1487,18112024,hyderabad,mobile,data analytics online
A2618,data analytics course,177,3567,214.71,28,5,0.028,1001,11112024,hyderbad,tablet,analytics for data
A2619,data analytics course,189,3215,224.53,23,0,0.052,1309,20241115,hyderabad,desktop,online data analytics
A2620,data analytics course,94,5094,215.57,24,3,0.046,1974,9112024,hyderabad,desktop,online data analytics
A2621,data analytics course,191,3337,231.0,29,6,0.031,1424,20241118,hyderbad,tablet,data analytics course
A2622,data analytics course,83,4359,227.14,0,10,0.12,1505,20241102,hyderabad,desktop,data analytics online
A2623,data analytics course,148,4813,212.78,12,0,0.046,1833,20241123,hyderabad,mobile,online data analytics
A2624,data analytics course,125,4300,221.37,16,10,0.08,1066,20241127,hyderabad,tablet,data analytics course
A2625,data analytics course,105,4094,183.47,11,6,0.046,1817,20241125,hyderabad,mobile,online data analytics
A2626,data analytics course,84,4263,234.62,29,9,0.107,1599,18112024,hyderabad,mobile,learn data analytics
A2627,data analytics course,114,3472,242.89,16,10,0.046,1642,20241128,hyderabad,tablet,analytics for data
A2628,data analytics course,129,4411,180.17,28,5,0.039,1173,10112024,hyderabad,desktop,data analytics online
A2629,data analytics course,128,4787,204.29,0,0,0.059,1880,20241129,hyderabad,desktop,data analytics training
A2630,data analytics course,120,5915,241.95,26,3,0.046,1253,20241125,hyderabad,desktop,analytics for data
A2631,data analytics course,99,4111,192.09,14,5,0.046,1497,20241119,hyderabad,mobile,analytics for data
A2632,data analytics course,180,3305,187.59,14,10,0.056,1505,20241119,hyderabad,desktop,data analytics online
A2633,data analytics course,154,3510,211.16,26,10,0.065,1167,20241114,hyderabad,tablet,online data analytics
A2634,data analytics course,89,3265,234.51,29,8,0.09,1505,20241128,hyderabad,tablet,data analytics course
A2635,data analytics course,136,5977,249.89,15,9,0.066,1477,20241128,hyderabad,tablet,analytics for data
A2636,data analytics course,177,5409,181.75,19,4,0.046,1793,3112024,hyderabad,tablet,data analytics course
